Scenario,EV_quantile,EV_cut,Profit_Target,Max_Holding_Days,Actual_Max_Holding_Days,Stop_Level,Total_Return,Seed_Multiple,Max_Drawdown,Max_Loss_Rate,Idle_Days,Success_Rate,Cycle_Count
2,0.65,0.0550199934282885,0.1,40,40.0,0.0,0.3512455809689512,1.3512455809689512,-0.018908885269210984,0.0,98.0,0.8013245033112583,151.0
2,0.7,0.0590911260249736,0.1,30,30.0,-0.1,0.3485754247508879,1.3485754247508879,-0.03033456124822288,-0.10000000000000013,138.0,0.7470588235294118,170.0
2,0.65,0.0550199934282885,0.15,40,40.0,0.0,0.3323632773447114,1.3323632773447114,-0.018485145204165155,0.0,74.0,0.7079646017699115,113.0
2,0.7,0.0590911260249736,0.15,40,40.0,0.0,0.33096676958291393,1.330966769582914,-0.018485142926321866,0.0,107.0,0.7027027027027027,111.0
2,0.75,0.0608301956165016,0.05,30,30.0,-0.05,0.32686099081864284,1.3268609908186428,-0.02683919637120293,-0.050000000000000204,317.0,0.8429752066115702,242.0
2,0.7,0.0590911260249736,0.1,40,40.0,0.0,0.307635085325872,1.307635085325872,-0.01890889321748386,0.0,136.0,0.7753623188405797,138.0
2,0.7,0.0590911260249736,0.05,30,30.0,-0.05,0.3069986691605553,1.3069986691605553,-0.02683921283396327,-0.05000000000000025,167.0,0.8326359832635983,239.0
2,0.65,0.0550199934282885,0.1,40,40.0,-0.05,0.303496977968027,1.303496977968027,-0.018908893379480346,-0.05000000000000018,98.0,0.8013245033112583,151.0
2,0.75,0.0608301956165016,0.15,40,40.0,0.0,0.30042796497234225,1.3004279649723423,-0.018485132164676146,-1.1198803240065905e-16,256.0,0.7156862745098039,102.0
2,0.65,0.0550199934282885,0.05,30,30.0,-0.1,0.28211232226011096,1.282112322260111,-0.030085771299831397,-0.1000000000000001,98.0,0.8509803921568627,255.0
2,0.65,0.0550199934282885,0.15,40,40.0,-0.05,0.28140179043551417,1.2814017904355142,-0.020890548337444477,-0.050000000000000225,74.0,0.7079646017699115,113.0
2,0.7,0.0590911260249736,0.15,40,40.0,-0.05,0.2800586976193491,1.280058697619349,-0.020890553560787433,-0.05000000000000021,107.0,0.7027027027027027,111.0
2,0.75,0.0608301956165016,0.1,40,40.0,0.0,0.2780809691441406,1.2780809691441406,-0.018908878294541208,0.0,257.0,0.7734375,128.0
2,0.65,0.0550199934282885,0.1,40,40.0,-0.1,0.2654089861651685,1.2654089861651685,-0.020144796892305795,-0.10000000000000012,98.0,0.8013245033112583,151.0
2,0.65,0.0550199934282885,0.05,40,40.0,0.0,0.26284655025554704,1.262846550255547,-0.018485143257904967,0.0,90.0,0.8669724770642202,218.0
2,0.75,0.0608301956165016,0.05,30,30.0,-0.1,0.26208820477060146,1.2620882047706015,-0.030085783774188413,-0.10000000000000009,317.0,0.8429752066115702,242.0
2,0.7,0.0590911260249736,0.1,40,40.0,-0.05,0.2586502334863636,1.2586502334863636,-0.01890888547304342,-0.05000000000000018,136.0,0.7753623188405797,138.0
2,0.75,0.0608301956165016,0.15,40,40.0,-0.05,0.25771574703582023,1.2577157470358202,-0.019806706401566305,-0.050000000000000225,256.0,0.7156862745098039,102.0
2,0.75,0.0608301956165016,0.05,40,40.0,0.0,0.254452056998965,1.254452056998965,-0.0184851480339627,0.0,284.0,0.8743961352657005,207.0
2,0.7,0.0590911260249736,0.05,40,40.0,0.0,0.24517960013432316,1.2451796001343232,-0.018485148958402697,0.0,137.0,0.855072463768116,207.0
2,0.65,0.0550199934282885,0.15,40,40.0,-0.1,0.23844227959983866,1.2384422795998387,-0.024562191925305444,-0.10000000000000007,74.0,0.7079646017699115,113.0
2,0.7,0.0590911260249736,0.15,40,40.0,-0.1,0.2371442145109819,1.2371442145109819,-0.024562191291784562,-0.10000000000000014,107.0,0.7027027027027027,111.0
2,0.7,0.0590911260249736,0.05,30,30.0,-0.1,0.23612168806485134,1.2361216880648513,-0.03008577158514017,-0.10000000000000012,167.0,0.8326359832635983,239.0
2,0.75,0.0608301956165016,0.1,40,40.0,-0.05,0.234244803831398,1.234244803831398,-0.0189088964854571,-0.05000000000000021,257.0,0.7734375,128.0
2,0.75,0.0608301956165016,0.15,40,40.0,-0.1,0.2222726413722409,1.222272641372241,-0.0223595599632213,-0.10000000000000009,256.0,0.7156862745098039,102.0
2,0.7,0.0590911260249736,0.1,40,40.0,-0.1,0.22003862595813817,1.2200386259581382,-0.020144790085509363,-0.10000000000000009,136.0,0.7753623188405797,138.0
2,0.65,0.0550199934282885,0.05,40,40.0,-0.05,0.2185387955162148,1.2185387955162148,-0.018485143451044538,-0.05000000000000019,90.0,0.8669724770642202,218.0
2,0.75,0.0608301956165016,0.05,40,40.0,-0.05,0.2147080527345233,1.2147080527345233,-0.018485138321070908,-0.05000000000000017,284.0,0.8743961352657005,207.0
2,0.7,0.0590911260249736,0.05,40,40.0,-0.05,0.19998983667468884,1.1999898366746888,-0.01848513100677815,-0.05000000000000021,137.0,0.855072463768116,207.0
2,0.75,0.0608301956165016,0.1,40,40.0,-0.1,0.1973563315112612,1.1973563315112612,-0.020599144998417585,-0.1000000000000001,257.0,0.7734375,128.0
2,0.65,0.0550199934282885,0.05,40,40.0,-0.1,0.1780246705843096,1.1780246705843096,-0.020903318530168906,-0.10000000000000013,90.0,0.8669724770642202,218.0
2,0.75,0.0608301956165016,0.05,40,40.0,-0.1,0.17726629802169613,1.1772662980216961,-0.020903308698371204,-0.10000000000000012,284.0,0.8743961352657005,207.0
2,0.7,0.0590911260249736,0.05,40,40.0,-0.1,0.15932491170424545,1.1593249117042455,-0.020903328791222784,-0.1000000000000001,137.0,0.855072463768116,207.0
